address,city,developer,district,index_date,lat,lng,name,osv,price,property,property_fee,province,tv,type,year
沙河口区沙能街101号1单元1层1号,大连,大连新型房地产开发有限公司,沙河口,20190514,38.9366316275348,121.59031205759763,侯二小区,179,11073,街道办事处（居委会）代管物业,0.1,辽宁,32,二手房,1985
开发区湾里南12栋-16-17-18号,大连,大连金湾实业有限公司,开发区,20190514,39.070782084451,121.8506739675913,湾里南小区,360,8671,大连金湾物业管理有限公司,0.3,辽宁,37,二手房,2003
沙河口区华新苑10号楼4号公建,大连,大连新型房地产开发有限公司,沙河口,20190514,38.94033750532864,121.58990295130229,侯一小区,151,11183,大连新兴物业管理有限公司,0.3,辽宁,28,二手房,1989
金州区金润花园B区47号1单元1层1号2号,大连,大连辽大房地产开发有限公司,金州,20190514,39.10434716151341,121.74517862677146,金润小区B区,189,8195,大连新兴物业管理有限公司,0.4,辽宁,28,二手房,2005
甘井子区泉水D1区37-7号,大连,大连运腾房地产开发有限公司,甘井子,20190514,39.013992871679214,121.61921940045104,锦泉源D2区,213,13226,大连嘉毅物业管理有限公司,0.5,辽宁,29,二手房,2005
甘井子区榆林街37号-12公建,大连,大连新型房地产开发有限公司,甘井子,20190514,38.980133141940186,121.52779506952932,泡崖美林园,262,11502,大连新型物业管理有限公司,0.6,辽宁,57,二手房,2003
大连经济技术开发区东城天下98-14,大连,大连乾豪集团有限公司,开发区,20190514,39.069195091289004,121.8502099927954,东城天下,332,8601,大连远洋基业物业管理有限公司,0.9,辽宁,46,二手房,2005
甘井子区宜居园10-1号房屋,大连,大连万科房地产开发有限公司,甘井子,20190514,38.99913094587405,121.52084969112292,万科魅力之城,220,14628,大连万科物业服务有限公司,1.5,辽宁,32,二手房,2012
大连经济技术开发区时代城4-3号1-2号,大连,远洋地产有限公司,开发区,20190514,39.0992481321252,121.83007860699459,远洋时代城一期,175,9204,大连远洋基业物业管理有限公司,1.5,辽宁,23,二手房,2012
大连市金州区站前街道生辉第一城14-3号1-2层,大连,大连新希望家园房地产有限公司,金州,20190514,39.0569681786798,121.74773530665969,新希望家园,193,8705,大连新希望物业服务有限公司,1.2,辽宁,23,二手房,2009
